29,3596103960396
32,9396133663366
37,3414933663366
37,2588399009901
33,0279013861386
34,0790230693069
33,0130392079208
36,0851568316832
37,2737776237624
33,6609244554455
34,8913156435644
30,3733301980198
32,7889232673267
35,2431592079208
19,62626
31,7709803960396
29,5873491089109
67,7767487096774
34,6480451485149
30,4741151485149
38,3949989108911
29,4325423762376
30,946
35,062423960396
56,1990502970297
34,467317029703
33,6575300990099
38,1324169306931
30,6229734653465
44,7442553
33,4295824752475
34,4055076237624
65,6337503960396
29,7156061386139
35,0828949504951
30,607887029703
30,2375402970297
32,2972122772277
30,6725759405941
31,2865346534653
32,0152642574257
31,7016
29,7227377227723
32,9644961386139
45,6824540594059
31,3665040594059
29,2172717821782
29,5202568316832
28,0411218811881
29,4868588118812
29,6563440594059
30,1880531683168
29,4433016831683
29,7970064356436
34,0886163366337
22,643565
36,0719379207921
30,8497022772277
73,4082026732673
44,2420066336634
43,6063307920792
35,9494143564356
43,9256158415842
46,7473375247525
40,0539673267327
37,8758624752475
30,7006195049505
31,1862643564356
36,63674
31,1247568316832
29,2910705940594
29,4521611881188
28,7205259405941
35,4724456435644
37,6601669306931
33,5177213861386
38,9546711881188
22,387505
29,097773960396
31,8308656435644
28,9944088118812
35,0247497029703
29,2440853465346
30,5558382178218
49,2837706930693
28,2065202970297
31,0588025742574
28,860431980198
30,2871449504951
30,1079823762376
29,3352253465347
32,9646775247525
37,4704969306931
33,4503814851485
28,9932520792079
33,3864308910891
29,1742567326733
31,5254608910891
31,6701686138614
28,0945728712871
31,2233536633663
28,3895014851485
28,5907571287129
36,1291114851485
29,1025164356436
38,1943118811881
28,1985395049505
29,2916657425743
34,4826823762376
35,8123896039604
29,730206039604
59,0890846534654
31,6799141584158
29,2917308910891
30,9208522772277
44,2148127272727
31,0458277319588
32,1455238613861
37,073465050505
31,2245715151515
31,3853365346535
35,1874484536082
30,6168215841584
30,9809745833333
32,1867002040816
35,9365198958333
32,2623912244898
31,1522581632653
30,2114337113402
32,1707043298969
36,3487164646465
34,8880049494949
31,4857982474227
29,9781158762887
30,1625955670103
29,9811217346939
32,3450115625
28,7290138
32,8321919587629
31,512126122449
35,8459877319588
32,36316
30,5742504123711
30,3969528865979
35,343585257732
30,1064544210526
31,5799308080808
29,5242690625
28,8883191752577
29,5485408910891
29,3123455102041
29,227883030303
30,9172668686869
29,5213801020408
62,3551754081633
30,8135227083333
30,3327015306122
36,2477962886598
31,258144
42,6325536
31,0702425252525
28,9810725
45,2673217346939
29,1638028865979
31,3802835714286
55,3137075757576
29,6342348
28,2838462886598
30,1044896907216
29,2037766666667
28,3935094949495
33,5395859
43,8865728865979
32,9578324752475
33,0390430693069
37,0676892079208
34,6941432673267
34,2879835643564
32,8371908910891
63,1601545544554
34,504048019802
34,5591346534653
33,9266545544554
32,4025481188119
33,5028266336634
69,9851322988506
33,4681257425743
33,4291622772277
35,0024158415842
35,5687451485149
33,5224524752475
32,1654586138614
32,5150492079208
32,957719009901
32,4527106930693
36,3788747524752
33,8353592079208
34,6380930693069
32,7503424752475
47,3662651485149
33,2219478217822
37,4206171287129
32,6210154455446
33,5279503960396
35,0839313861386
34,7227532673267
33,4930322772277
33,0342726732673
33,0936103960396
68,0353027722772
33,7086645544554
33,6984787128713
32,7312428712871
35,7897140594059
37,824500990099
32,6505322772277
33,34658
34,8297346534653
33,9602383168317
35,090189009901
31,9203979207921
33,0892264285714
32,3981595
36,3262948514851
36,6105322772277
33,3940813861386
34,1925456435644
33,0631448514851
32,9230487128713
31,1704511881188
40,9484641584158
32,3218967326733
34,4464589108911
49,7791532673267
33,8322453465347
31,5525466336634
31,7811655445545
32,4002878217822
31,3390597029703
33,0240485148515
34,4583213861386
33,2400917821782
33,1405081188119
43,1877558415842
33,0769781188119
32,8385642574257
32,8188961386139
32,7107689
31,9313438613861
32,3323657425743
34,1477179207921
32,7001894059406
34,1850864356436
36,5263400990099
32,1451014851485
42,2448053465347
32,9926531683168
32,4253210891089
33,1630804950495
32,2295128712871
39,1610092079208
34,2867138613861
32,5015656435644
34,2857767326733
46,8988111881188
32,2415000990099
31,7335582178218
34,0385505940594
34,0857433663366
34,8976910891089
34,5569012871287
33,3098468316832
46,7290594059406
40,4468858415842
44,08906
51,1894926732673
32,5787399009901
33,0572201980198
34,3971985148515
34,4758551485149
41,3302622772277
33,4196326732673
47,3723525742574
123,168392772277
113,541444950495
133,507633762376
140,9234142
67,3016534653465
33,4189313861386
33,8557379207921
47,5793288118812
32,7965955445545
38,1384366336634
46,531546
33,1018187128713
58,8422004950495
59,4336345544554
34,9870579207921
44,1845267326733
43,2644573267327
31,7141850495049
34,0350763366337
32,2140701980198
33,0793031683168
33,8331452475248
44,7251420792079
34,0774933663366
35,5434271
36,3045444554455
33,4034955445545
55,9578034653465
32,1574212871287
34,346887029703
34,1424659405941
32,6795418811881
31,6577221782178
33,0516440594059
32,0268196039604
34,8588076237624
36,8660533663366
33,2657795049505
45,9538779207921
35,9069237623762
42,0931875247525
31,9811230693069
33,3017643564356
35,71372
31,9261264356436
35,2365001980198
31,8096513861386
34,9430471287129
40,0815244554456
47,676883960396
32,375775049505
33,0701910891089
33,7328813861386
35,0168269306931
34,0665616831683
34,5802968316832
35,9991915841584
33,2483347524752
39,73679
32,0541858
32,5613679207921
33,0993588118812
67,5082204819277
53,042348019802
33,5587982178218
32,4943323762376
34,1560630693069
33,0818293069307
32,3279022772277
32,7375884158416
36,4837594059406
32,9933020792079
32,4070149504951
37,4053917821782
37,3917263366337
37,21169
38,5250340594059
42,8769776237624
37,3018402970297
39,6006718811881
37,3857779207921
38,1036985148515
37,3960041584158
39,0766282
37,3135412871287
39,3891456435644
36,7490093069307
38,5501218811881
37,1729620792079
38,7121661386139
41,9427546534654
38,1397538613861
37,1100217821782
37,0883773267327
37,4936464356436
36,8026932673267
39,8894421782178
37,8303528712871
60,5241165346535
38,0280983168317
36,1469895049505
37,8504271287129
36,0872253465347
38,0050145544554
38,9511748514851
35,6638408910891
37,6771391089109
38,0996594059406
36,699057029703
41,1064927722772
38,9563451485149
39,109614950495
39,2457285148515
39,2765527722772
43,8793932673267
36,8121523762376
37,3106804950495
38,3369520792079
39,7141759405941
42,3867585148515
37,2313642
39,3074081188119
36,9541761386139
37,7235531683168
40,953218019802
39,4444181188119
37,6447428712871
37,995540990099
37,5150823
37,0142935643564
37,0596517821782
36,3269985148515
37,0508725742574
36,4653945544554
37,7812174257426
37,3136837623762
36,9909587128713
37,3747796039604
37,3380536633663
40,0550083168317
40,558166039604
40,0086817821782
43,997353960396
46,8836705940594
40,5816837623762
40,3895874257426
41,8415331
39,5292403
42,0035004081633
34,2762843564356
48,9381046534654
35,5392732673267
32,4104847524752
38,7306262376238
33,2397988118812
36,2533130693069
33,6424523762376
35,1566177227723
33,1233754455446
33,2832803960396
33,458933960396
35,9279474257426
33,0661291089109
33,5477723762376
39,2263477227723
33,0234897029703
32,6580432673267
33,5794321782178
32,182093960396
32,5975015841584
33,2339328712871
36,9610736633663
33,3134014851485
23,065685
33,820395049505
39,9792054455446
33,5775508910891
33,8141820792079
38,3766502970297
32,4364137623762
33,98113
39,3947467326733
32,6301628712871
32,4782525742574
32,1863149504951
33,2184878217822
32,5331454455446
34,794675049505
34,1131666336634
33,5457725742574
32,388137029703
32,803819009901
32,2132957425743
33,2000042574257
39,9513082
33,9129162376238
33,4236596039604
32,8708189108911
31,9868079207921
32,3194745
33,4365624752475
49,6447559405941
34,2467843564356
32,8454969306931
33,250698019802
31,6701757425743
30,9770985148515
33,3809358415842
32,671978019802
33,1038578217822
34,4602146534653
32,7980662
37,6091291
31,8195396039604
37,8865345544554
32,5187978217822
47,8600701980198
46,0760782178218
33,7291658415842
33,3450994059406
34,5074357575758
33,588766039604
41,1627388118812
32,6810095049505
34,6036312871287
33,0431361386139
32,3318607920792
31,8016343564356
35,5583252475248
33,0914931683168
38,2040916831683
32,809935049505
33,5249049
36,2624435643564
41,983764950495
34,590373960396
32,2324050495049
35,0831995049505
34,9240986138614
36,0048120792079
33,0467395
34,42223
31,9770421782178
32,3665305940594
33,3876284158416
33,2929754455446
33,6036286138614
32,7127642574257
32,3819735643564
34,5074163366337
32,2920806930693
21,96121
33,2959198019802
32,4594834653465
32,1081582178218
32,2721833663366
34,1410965346535
33,9211713861386
33,6322311881188
33,7172617821782
33,3378356435644
33,4219174257426
33,1332169306931
33,2669664356436
33,2580369306931
36,6996253465347
44,710104950495
37,6739712871287
33,5491558
31,5877211881188
31,8061674257426
33,3897216831683
38,3949874257426
33,4624302970297
32,0748458415842
32,7034308910891
36,4147149504951
35,2591684158416
32,1049968316832
33,2477847524752
32,0952766336634
31,6062848514851
35,208346039604
33,8921502970297
53,0607276237624
33,2028395049505
34,3010425742574
33,6794925742574
42,0053053465347
36,3668205940594
37,1465447524752
32,8085401980198
35,7975249504951
53,6509810891089
38,6193347
33,4068520792079
32,477428019802
39,9443867326733
33,1356426732673
31,39248
32,2368850495049
33,7816037623762
31,4874223762376
33,4964361386139
33,813511980198
33,2819774257426
31,5710173267327
32,678202970297
39,2418188118812
32,3402308080808
36,2287135643564
29,1400664356436
34,7000884444444
32,0847388118812
31,4913503571429
28,8963388888889
30,3528072277228
28,9969396039604
29,2139030693069
27,6210185148515
32,960400990099
28,862480990099
28,1334467326733
31,6211378217822
29,5970582178218
28,2712454455446
30,8446103960396
29,9885135643564
29,5002531683168
28,1329414851485
29,0651982178218
29,6870866336634
29,5816554455446
28,1570242574257
29,0284286842105
30,1894595049505
29,3126748514851
27,6410884158416
28,3742806930693
30,4215469306931
32,8225921782178
29,1709002970297
39,3621302970297
29,6207022772277
29,1604262376238
29,4735004
28,5393504950495
28,642023960396
