19,302
19,903
7,58
7,55
8,479
14,182
19,801
18,723
18,441
18,835
16,907
16,913
18,929
18,516
17,566
19,789
18,726
18,9
17,365
18,732
18,884
18,929
18,882
17,505
18,962
18,348
18,94
18,928
18,431
18,642
18,257
18,605
17,997
18,005
18,862
18,895
18,822
18,895
18,791
17,577
18,576
18,305
18,922
17,451
18,225
18,766
18,576
18,91
17,94
18,125
18,785
18,895
18,178
18,886
19,056
18,887
18,995
18,921
17,803
18,832
18,914
18,936
18,73
18,862
18,233
18,935
18,834
19,077
16,916
18,914
16,951
19,057
17,89
18,884
16,911
18,173
18,72
17,907
18,841
18,237
17,285
19,103
18,15
17,149
17,994
17,6
17,183
18,143
19,545
18,584
18,864
18,919
18,852
18,955
18,779
20,4
18,828
18,799
18,8
17,655
18,309
18,937
17,435
17,096
17,078
18,923
17,267
18,847
17,107
18,212
18,759
18,112
17,124
18,849
18,555
19,074
18,948
18,919
18,885
18,902
17,997
18,485
18,936
18,242
17,306
18,935
18,795
18,912
18,236
18,917
18,874
17,29
18,901
18,841
18,893
18,805
18,919
18,932
18,829
17,532
19,038
18,947
17,09
18,91
18,757
17,602
18,943
18,929
18,875
18,947
18,576
18,926
18,933
18,854
18,852
16,843
17,347
17,428
18,828
18,314
18,857
17,936
18,164
17,965
18,371
18,164
16,858
17,825
17,804
17,288
18,835
16,897
18,873
18,81
18,369
17,857
19,08
18,852
17,277
16,797
17,855
18,818
18,921
18,271
18,429
18,859
17,072
18,592
18,851
18,796
18,924
17,208
18,527
18,846
18,599
18,813
17,82
17,868
18,99
18,351
18,539
18,885
18,675
18,746
18,71
18,868
16,913
18,493
17,762
18,941
18,885
18,896
18,932
18,916
18,547
18,889
18,602
17,737
18,786
17,895
18,144
18,892
18,55
16,95
17,524
18,316
16,951
17,816
18,863
17,404
18,503
18,283
18,915
18,812
18,917
18,919
18,857
18,952
18,855
18,821
18,998
18,965
18,736
18,857
18,675
18,86
18,978
17,652
18,303
17,891
17,65
16,968
17,317
18,773
18,938
18,91
17,127
18,7
18,797
17,179
18,874
18,918
18,267
17,945
18,899
17,536
18,975
18,905
18,9
18,935
18,913
18,906
18,944
18,612
16,86
18,92
18,954
18,838
17,967
18,886
18,338
18,925
17,994
18,975
18,4
18,054
18,92
18,877
18,881
